ticker,event_type,direction,confidence,url,publish_date,event_type_canonical
2330.TW,analyst_upgrade,1,0.95,https://finance.technews.tw/2026/01/13/jpmorgan-tsmcs-revenue-will-exceed-expectations-in-both-this-year-and-next/,2026-01-13 11:50:00,analyst_and_market_sentiment
2344.TW,price_upside_catalyst,1,0.85,https://finance.technews.tw/2025/09/08/morgan-stanley-gives-winbond-electronics-a-target-price-of-nt30/,2025-09-08 09:20:00,pricing_and_margins
2408.TW,strong_financial_performance,1,0.95,https://technews.tw/2026/05/21/nanya-technology-corporation/,2026-05-21 11:56:00,financial_performance
2408.TW,product_expansion,1,0.92,https://technews.tw/2026/05/21/nanya-technology-corporation/,2026-05-21 11:56:00,product_launch_and_development
2408.TW,capacity_expansion,1,0.9,https://technews.tw/2026/05/21/nanya-technology-corporation/,2026-05-21 11:56:00,capacity_expansion
2330.TW,strategic_partnership_expansion,1,0.85,https://finance.technews.tw/2026/05/29/huang-renxun-plays-the-role-of-the-multi-headed-general-at-zhao-yuanyan/,2026-05-29 14:15:00,strategic_partnership
2382.TW,ai_demand_surge,1,0.9,https://finance.technews.tw/2026/05/29/huang-renxun-plays-the-role-of-the-multi-headed-general-at-zhao-yuanyan/,2026-05-29 14:15:00,ai_demand
6669.TW,ai_demand_surge,1,0.9,https://finance.technews.tw/2026/05/29/huang-renxun-plays-the-role-of-the-multi-headed-general-at-zhao-yuanyan/,2026-05-29 14:15:00,ai_demand
2357.TW,ai_demand_surge,1,0.9,https://finance.technews.tw/2026/05/29/huang-renxun-plays-the-role-of-the-multi-headed-general-at-zhao-yuanyan/,2026-05-29 14:15:00,ai_demand
3231.TW,ai_demand_surge,1,0.9,https://finance.technews.tw/2026/05/29/huang-renxun-plays-the-role-of-the-multi-headed-general-at-zhao-yuanyan/,2026-05-29 14:15:00,ai_demand
2317.TW,ai_demand_surge,1,0.9,https://finance.technews.tw/2026/05/29/huang-renxun-plays-the-role-of-the-multi-headed-general-at-zhao-yuanyan/,2026-05-29 14:15:00,ai_demand
8069.TWO,quarterly_earnings_miss,-1,0.95,https://finance.technews.tw/2025/10/30/auo-2025-q3-earnings/,2025-10-30 18:24:00,financial_performance
8069.TWO,currency_headwind,-1,0.95,https://finance.technews.tw/2025/10/30/auo-2025-q3-earnings/,2025-10-30 18:24:00,financial_performance
8069.TWO,capacity_expansion,1,0.85,https://finance.technews.tw/2025/10/30/auo-2025-q3-earnings/,2025-10-30 18:24:00,capacity_expansion
8069.TWO,product_launch,1,0.8,https://finance.technews.tw/2025/10/30/auo-2025-q3-earnings/,2025-10-30 18:24:00,product_launch_and_development
2330.TW,major_investment_commitment,1,0.85,https://technews.tw/2026/01/16/taiwan-chip-deal-is-worth-a-total-of-500-billion/,2026-01-16 08:50:00,capacity_expansion
2330.TW,strategic_partnership,1,0.85,https://technews.tw/2026/06/26/taiwan-joins-pax-silica-as-a-non-signatory/,2026-06-26 10:30:00,strategic_partnership
2330.TW,capacity_expansion,1,0.85,https://technews.tw/2025/07/19/for-the-first-time-memory-will-dominate-the-price-of-new-mobile-phones/,2025-07-19 16:00:00,capacity_expansion
2454.TW,product_launch,1,0.8,https://technews.tw/2025/07/19/for-the-first-time-memory-will-dominate-the-price-of-new-mobile-phones/,2025-07-19 16:00:00,product_launch_and_development
2330.TW,capacity_expansion,1,0.85,https://technews.tw/2026/01/28/ai-production-capacity-dominance/,2026-01-28 07:00:00,capacity_expansion
2330.TW,capex_increase,1,0.9,https://technews.tw/2026/01/28/ai-production-capacity-dominance/,2026-01-28 07:00:00,capacity_expansion
2330.TW,regional_investment,1,0.65,https://finance.technews.tw/2026/06/24/c34/,2026-06-24 12:12:00,capacity_expansion
2344.TW,regional_investment,1,0.65,https://finance.technews.tw/2026/06/24/c34/,2026-06-24 12:12:00,capacity_expansion
2330.TW,capacity_expansion,1,0.85,https://technews.tw/2026/02/06/tiwan-japan-advanced-process/,2026-02-06 12:30:00,capacity_expansion
3037.TW,market_growth_opportunity,1,0.85,https://technews.tw/2026/06/12/pcb-prismark-report-2025/,2026-06-12 14:00:00,market_dynamics
2368.TW,market_growth_opportunity,1,0.85,https://technews.tw/2026/06/12/pcb-prismark-report-2025/,2026-06-12 14:00:00,market_dynamics
2313.TW,market_growth_opportunity,1,0.85,https://technews.tw/2026/06/12/pcb-prismark-report-2025/,2026-06-12 14:00:00,market_dynamics
2356.TW,strategic_partnership,1,0.85,https://finance.technews.tw/2026/05/14/vc-lid/,2026-05-14 16:35:00,strategic_partnership
2303.TW,production_launch,1,0.85,https://technews.tw/2025/11/13/umc-in-collaboration-with-metalenz-is-manufacturing-the-polar-id-facial-recognition-solution-using-a-40nm-process/,2025-11-13 09:00:00,product_launch_and_development
2382.TW,capacity_expansion,1,0.85,https://technews.tw/2025/09/17/2025-global-nb-2-2/,2025-09-17 14:59:00,capacity_expansion
3231.TW,capacity_expansion,1,0.85,https://technews.tw/2025/09/17/2025-global-nb-2-2/,2025-09-17 14:59:00,capacity_expansion
2356.TW,capacity_expansion,1,0.85,https://technews.tw/2025/09/17/2025-global-nb-2-2/,2025-09-17 14:59:00,capacity_expansion
6239.TW,product_launch,1,0.85,https://finance.technews.tw/2025/09/01/military-drones/,2025-09-01 16:27:00,product_launch_and_development
6239.TW,strategic_partnership,1,0.8,https://finance.technews.tw/2025/09/01/military-drones/,2025-09-01 16:27:00,strategic_partnership
6239.TW,market_expansion,1,0.75,https://finance.technews.tw/2025/09/01/military-drones/,2025-09-01 16:27:00,market_dynamics
2408.TW,strong_demand_growth,1,0.85,https://finance.technews.tw/2025/12/03/nanya-technologys-november-revenue-surpassed-nt10-billion-setting-a-new-record/,2025-12-03 16:35:00,market_dynamics
2330.TW,strategic_partnership,1,0.85,https://technews.tw/2026/05/12/applied-material-with-tsmc-at-epic-center/,2026-05-12 10:35:00,strategic_partnership
2330.TW,partnership_announcement,1,0.3,https://technews.tw/2025/09/25/micron-delivers-industrys-fastest-hbm4-product-samples/,2025-09-25 08:40:00,strategic_partnership
2330.TW,revenue_growth,1,0.9,https://finance.technews.tw/2025/12/11/foreign-investors-are-positively-supporting-tsmcs-operating-performance/,2025-12-11 09:15:00,revenue_growth
2330.TW,margin_expansion,1,0.85,https://finance.technews.tw/2025/12/11/foreign-investors-are-positively-supporting-tsmcs-operating-performance/,2025-12-11 09:15:00,pricing_and_margins
2330.TW,strong_demand,1,0.9,https://finance.technews.tw/2025/12/11/foreign-investors-are-positively-supporting-tsmcs-operating-performance/,2025-12-11 09:15:00,market_dynamics
2330.TW,capacity_expansion,1,0.8,https://finance.technews.tw/2025/12/11/foreign-investors-are-positively-supporting-tsmcs-operating-performance/,2025-12-11 09:15:00,capacity_expansion
2330.TW,regulatory_action,-1,0.85,https://finance.technews.tw/2026/05/07/mediatek-disposition-stock-unreasonable-fsc-study-exception-exclusion-conditions/,2026-05-07 11:30:00,geopolitical_and_regulatory
2330.TW,market_record,1,0.95,https://finance.technews.tw/2026/05/07/taiwan-stock-market-cap-exceeds-148-trillion-new-high-top-3-stocks-52-percent-weight/,2026-05-07 17:30:00,market_dynamics
2454.TW,market_record,1,0.95,https://finance.technews.tw/2026/05/07/taiwan-stock-market-cap-exceeds-148-trillion-new-high-top-3-stocks-52-percent-weight/,2026-05-07 17:30:00,market_dynamics
2308.TW,market_record,1,0.9,https://finance.technews.tw/2026/05/07/taiwan-stock-market-cap-exceeds-148-trillion-new-high-top-3-stocks-52-percent-weight/,2026-05-07 17:30:00,market_dynamics
2330.TW,capacity_expansion,1,0.75,https://finance.technews.tw/2025/11/14/ai-craze/,2025-11-14 16:30:00,capacity_expansion
2330.TW,customer_demand_outlook,-1,0.75,https://technews.tw/2025/10/16/asml-is-prepared-for-chinas-rare-earth-export-controls/,2025-10-16 11:17:00,market_dynamics
2408.TW,earthquake_damage,-1,0.9,https://technews.tw/2025/12/29/quartz-tube-earthquake-shock/,2025-12-29 08:05:00,supply_chain
6770.TW,earthquake_damage,-1,0.7,https://technews.tw/2025/12/29/quartz-tube-earthquake-shock/,2025-12-29 08:05:00,supply_chain
2454.TW,conference_keynote_and_research_achievement,1,0.85,https://technews.tw/2025/11/25/mediatek-has-had-multiple-papers-selected-for-top-global-academic-conferences/,2025-11-25 16:00:00,technology_advancement
2330.TW,capacity_expansion,1,0.95,https://finance.technews.tw/2026/05/05/while-tsmc-is-significantly-expanding-its-advanced-process-capacity-samsung-is-embroiled-in-labor-disputes/,2026-05-05 08:50:00,capacity_expansion
2330.TW,earnings_beat,1,0.9,https://finance.technews.tw/2026/05/05/while-tsmc-is-significantly-expanding-its-advanced-process-capacity-samsung-is-embroiled-in-labor-disputes/,2026-05-05 08:50:00,financial_performance
2330.TW,capex_increase,1,0.92,https://finance.technews.tw/2026/05/05/while-tsmc-is-significantly-expanding-its-advanced-process-capacity-samsung-is-embroiled-in-labor-disputes/,2026-05-05 08:50:00,capacity_expansion
2454.TW,earnings_beat,1,0.95,https://finance.technews.tw/2026/05/05/morgan-stanley-and-goldman-sachs-strongly-support-yingweis-first-quarter-earnings-report/,2026-05-05 10:00:00,financial_performance
2330.TW,earnings_beat,1,0.95,https://finance.technews.tw/2026/04/26/tsmc-gross-margin-hits-record-high/,2026-04-26 10:00:00,financial_performance
2330.TW,price_increase,1,0.92,https://finance.technews.tw/2026/04/26/tsmc-gross-margin-hits-record-high/,2026-04-26 10:00:00,pricing_and_margins
2330.TW,margin_expansion,1,0.93,https://finance.technews.tw/2026/04/26/tsmc-gross-margin-hits-record-high/,2026-04-26 10:00:00,pricing_and_margins
2330.TW,capacity_expansion,1,0.85,https://finance.technews.tw/2026/04/26/tsmc-gross-margin-hits-record-high/,2026-04-26 10:00:00,capacity_expansion
8069.TWO,capacity_expansion,1,0.95,https://finance.technews.tw/2026/03/26/e-ink-breaks-ground-on-new-plant-in-taoyuan/,2026-03-26 16:29:00,capacity_expansion
2330.TW,capacity_expansion_threat,-1,0.85,https://technews.tw/2026/03/18/samsung-plans-to-build-a-second-wafer-fab-in-texas-to-provide-a-market-alternative/,2026-03-18 11:15:00,competitive_dynamics
2382.TW,capacity_expansion,1,0.9,https://technews.tw/2026/03/18/samsung-plans-to-build-a-second-wafer-fab-in-texas-to-provide-a-market-alternative/,2026-03-18 11:15:00,capacity_expansion
6239.TW,order_win,1,0.85,https://technews.tw/2026/04/19/amd-anthropic-mi450/,2026-04-19 11:37:00,order_dynamics
2330.TW,supply_chain_recognition,1,0.85,https://technews.tw/2026/05/30/nvidia-ceo-gathered-with-mgx-ecosystem-partners-to-celebrate-the-companies-helping-build-the-ai-factories-that-drive-innovation-across-industries/,2026-05-30 09:30:00,supply_chain
2308.TW,supply_chain_recognition,1,0.85,https://technews.tw/2026/05/30/nvidia-ceo-gathered-with-mgx-ecosystem-partners-to-celebrate-the-companies-helping-build-the-ai-factories-that-drive-innovation-across-industries/,2026-05-30 09:30:00,supply_chain
2383.TW,supply_chain_recognition,1,0.85,https://technews.tw/2026/05/30/nvidia-ceo-gathered-with-mgx-ecosystem-partners-to-celebrate-the-companies-helping-build-the-ai-factories-that-drive-innovation-across-industries/,2026-05-30 09:30:00,supply_chain
3037.TW,supply_chain_recognition,1,0.85,https://technews.tw/2026/05/30/nvidia-ceo-gathered-with-mgx-ecosystem-partners-to-celebrate-the-companies-helping-build-the-ai-factories-that-drive-innovation-across-industries/,2026-05-30 09:30:00,supply_chain
2059.TW,supply_chain_recognition,1,0.85,https://technews.tw/2026/05/30/nvidia-ceo-gathered-with-mgx-ecosystem-partners-to-celebrate-the-companies-helping-build-the-ai-factories-that-drive-innovation-across-industries/,2026-05-30 09:30:00,supply_chain
3653.TW,supply_chain_recognition,1,0.85,https://technews.tw/2026/05/30/nvidia-ceo-gathered-with-mgx-ecosystem-partners-to-celebrate-the-companies-helping-build-the-ai-factories-that-drive-innovation-across-industries/,2026-05-30 09:30:00,supply_chain
3533.TW,supply_chain_recognition,1,0.85,https://technews.tw/2026/05/30/nvidia-ceo-gathered-with-mgx-ecosystem-partners-to-celebrate-the-companies-helping-build-the-ai-factories-that-drive-innovation-across-industries/,2026-05-30 09:30:00,supply_chain
3017.TW,supply_chain_recognition,1,0.85,https://technews.tw/2026/05/30/nvidia-ceo-gathered-with-mgx-ecosystem-partners-to-celebrate-the-companies-helping-build-the-ai-factories-that-drive-innovation-across-industries/,2026-05-30 09:30:00,supply_chain
2301.TW,supply_chain_recognition,1,0.85,https://technews.tw/2026/05/30/nvidia-ceo-gathered-with-mgx-ecosystem-partners-to-celebrate-the-companies-helping-build-the-ai-factories-that-drive-innovation-across-industries/,2026-05-30 09:30:00,supply_chain
2317.TW,supply_chain_recognition,1,0.85,https://technews.tw/2026/05/30/nvidia-ceo-gathered-with-mgx-ecosystem-partners-to-celebrate-the-companies-helping-build-the-ai-factories-that-drive-innovation-across-industries/,2026-05-30 09:30:00,supply_chain
3665.TW,supply_chain_recognition,1,0.85,https://technews.tw/2026/05/30/nvidia-ceo-gathered-with-mgx-ecosystem-partners-to-celebrate-the-companies-helping-build-the-ai-factories-that-drive-innovation-across-industries/,2026-05-30 09:30:00,supply_chain
2330.TW,analyst_upgrade,1,0.85,https://finance.technews.tw/2025/12/22/tsmc-the-market-is-still-surprisingly-mispricing-its-ai-chipmaking-dominance/,2025-12-22 15:30:00,analyst_and_market_sentiment
2330.TW,employee_compensation_increase,1,0.85,https://technews.tw/2026/06/02/ase-holding-employees-average-salary-6-28m-highest-listed-companies-tsmc-7th/,2026-06-02 08:50:00,corporate_events
2454.TW,employee_compensation_increase,1,0.85,https://technews.tw/2026/06/02/ase-holding-employees-average-salary-6-28m-highest-listed-companies-tsmc-7th/,2026-06-02 08:50:00,corporate_events
3711.TW,employee_compensation_increase,1,0.85,https://technews.tw/2026/06/02/ase-holding-employees-average-salary-6-28m-highest-listed-companies-tsmc-7th/,2026-06-02 08:50:00,corporate_events
2379.TW,employee_compensation_increase,1,0.85,https://technews.tw/2026/06/02/ase-holding-employees-average-salary-6-28m-highest-listed-companies-tsmc-7th/,2026-06-02 08:50:00,corporate_events
3017.TW,employee_compensation_increase,1,0.85,https://technews.tw/2026/06/02/ase-holding-employees-average-salary-6-28m-highest-listed-companies-tsmc-7th/,2026-06-02 08:50:00,corporate_events
2330.TW,competitive_positioning,0,0.6,https://technews.tw/2026/05/11/lip-bu-tan-leading-intel/,2026-05-11 08:40:00,competitive_dynamics
2408.TW,strong_revenue_growth,1,0.95,https://finance.technews.tw/2025/08/12/nanya-benefits-from-the-dram-market-recovery-and-the-development-of-the-artificial-intelligence-market/,2025-08-12 11:50:00,revenue_growth
3711.TW,currency_headwind,-1,0.85,https://finance.technews.tw/2025/07/21/2025h1-income-vs-stock-price/,2025-07-21 07:40:00,financial_performance
6669.TW,ai_demand_growth,1,0.8,https://finance.technews.tw/2025/07/21/2025h1-income-vs-stock-price/,2025-07-21 07:40:00,ai_demand
3231.TW,ai_demand_growth,1,0.85,https://finance.technews.tw/2025/07/21/2025h1-income-vs-stock-price/,2025-07-21 07:40:00,ai_demand
3008.TW,currency_benefit,1,0.8,https://finance.technews.tw/2025/07/21/2025h1-income-vs-stock-price/,2025-07-21 07:40:00,financial_performance
2408.TW,price_target_upgrade,1,0.95,https://finance.technews.tw/2026/01/16/the-shortage-of-mature-process-memory-lasts-longer-than-the-market-expected/,2026-01-16 08:30:00,analyst_and_market_sentiment
2344.TW,supply_shortage_opportunity,1,0.9,https://finance.technews.tw/2026/01/16/the-shortage-of-mature-process-memory-lasts-longer-than-the-market-expected/,2026-01-16 08:30:00,supply_chain
6770.TW,price_target_upgrade,1,0.95,https://finance.technews.tw/2026/01/16/the-shortage-of-mature-process-memory-lasts-longer-than-the-market-expected/,2026-01-16 08:30:00,analyst_and_market_sentiment
2337.TW,price_target_upgrade,1,0.95,https://finance.technews.tw/2026/01/16/the-shortage-of-mature-process-memory-lasts-longer-than-the-market-expected/,2026-01-16 08:30:00,analyst_and_market_sentiment
2356.TW,joint_venture_expansion,1,0.85,https://finance.technews.tw/2025/10/19/dixon/,2025-10-19 14:20:00,strategic_partnership
2357.TW,product_launch,1,0.85,https://ccc.technews.tw/2026/01/07/asus-at-ces-2026/,2026-01-07 16:09:00,product_launch_and_development
2330.TW,supply_chain_risk,-1,0.65,https://technews.tw/2026/03/06/iran-korean-semiconductor-disrupt/,2026-03-06 07:58:00,supply_chain
2356.TW,capacity_expansion,1,0.85,https://finance.technews.tw/2025/08/12/computer-shipments/,2025-08-12 15:43:00,capacity_expansion
2330.TW,capex_expansion,1,0.85,https://finance.technews.tw/2026/06/04/while-its-unclear-when-the-investment-plateau-will-occur-tsmc-remains-highly-confident-in-its-future-growth/,2026-06-04 10:30:00,capacity_expansion
2330.TW,margin_guidance,1,0.9,https://finance.technews.tw/2026/06/04/while-its-unclear-when-the-investment-plateau-will-occur-tsmc-remains-highly-confident-in-its-future-growth/,2026-06-04 10:30:00,pricing_and_margins
2330.TW,demand_outlook,1,0.85,https://finance.technews.tw/2026/06/04/while-its-unclear-when-the-investment-plateau-will-occur-tsmc-remains-highly-confident-in-its-future-growth/,2026-06-04 10:30:00,market_dynamics
2330.TW,order_win,1,0.85,https://technews.tw/2026/05/08/macbook-neo-price-increase/,2026-05-08 09:25:00,order_dynamics
2382.TW,order_win,1,0.8,https://technews.tw/2026/05/08/macbook-neo-price-increase/,2026-05-08 09:25:00,order_dynamics
2330.TW,competitive_pressure,-1,0.7,https://technews.tw/2026/04/16/tsmc-competitor/,2026-04-16 15:20:00,competitive_dynamics
2330.TW,capacity_expansion,1,0.7,https://finance.technews.tw/2025/07/14/nvidias-ceo-says-the-us-should-reduce-dependency-on-other-countries-onshore-technology-manufacturing/,2025-07-14 09:45:00,capacity_expansion
2330.TW,geopolitical_supply_chain_risk,-1,0.7,https://technews.tw/2025/08/29/china-is-the-supply-chain-disruptor/,2025-08-29 08:10:00,geopolitical_and_regulatory
2330.TW,capacity_expansion,1,0.85,https://technews.tw/2025/08/29/china-is-the-supply-chain-disruptor/,2025-08-29 08:10:00,capacity_expansion
2330.TW,technology_leadership,1,0.8,https://technews.tw/2025/08/29/china-is-the-supply-chain-disruptor/,2025-08-29 08:10:00,technology_advancement
2330.TW,competitive_advantage,1,0.85,https://technews.tw/2025/09/02/chinas-exposure-machine-research-and-development-has-stopped-at-65-nanometers/,2025-09-02 09:00:00,competitive_dynamics
2317.TW,capacity_expansion,1,0.85,https://finance.technews.tw/2025/10/29/nvidia-gtc-ai-factory/,2025-10-29 10:18:00,capacity_expansion
2317.TW,partnership_expansion,1,0.8,https://finance.technews.tw/2025/10/29/nvidia-gtc-ai-factory/,2025-10-29 10:18:00,strategic_partnership
2317.TW,ai_infrastructure_leadership,1,0.8,https://finance.technews.tw/2025/10/29/nvidia-gtc-ai-factory/,2025-10-29 10:18:00,ai_demand
2330.TW,supply_chain_dependency,0,0.7,https://technews.tw/2025/11/28/jensen-huang-strongly-supports-tsmcs-resilience-and-stability-emphasizing-that-it-does-not-rely-on-any-one-person/,2025-11-28 16:20:00,supply_chain
2330.TW,potential_order_loss,-1,0.6,https://technews.tw/2026/06/10/alphabets-order-for-3-million-intel-chips-sparks-controversy/,2026-06-10 11:00:00,order_dynamics
2330.TW,competitive_advantage,1,0.85,https://technews.tw/2025/07/07/samsung-kill-taiwan-but-almost-kill-itself/,2025-07-07 07:20:00,competitive_dynamics
3443.TW,product_launch,1,0.8,https://technews.tw/2026/03/03/apple-m5-pro-m5-max/,2026-03-03 22:35:00,product_launch_and_development
2330.TW,capacity_expansion,1,0.85,https://technews.tw/2026/02/26/nividia-feynman-tsmc-lpu/,2026-02-26 08:04:00,capacity_expansion
2330.TW,stock_price_decline,-1,0.95,https://finance.technews.tw/2026/05/05/mediatek-3155-stock-price/,2026-05-05 09:40:00,analyst_and_market_sentiment
2454.TW,ai_chip_momentum,1,0.92,https://finance.technews.tw/2026/05/05/mediatek-3155-stock-price/,2026-05-05 09:40:00,ai_demand
2330.TW,market_leadership,1,0.95,https://finance.technews.tw/2026/06/24/technology-eats-meat/,2026-06-24 11:23:00,competitive_dynamics
2303.TW,capacity_expansion,1,0.85,https://technews.tw/2026/05/04/umc-intel-2026/,2026-05-04 09:16:00,capacity_expansion
2303.TW,technology_advancement,1,0.9,https://technews.tw/2026/05/04/umc-intel-2026/,2026-05-04 09:16:00,technology_advancement
2303.TW,strategic_partnership,1,0.88,https://technews.tw/2026/05/04/umc-intel-2026/,2026-05-04 09:16:00,strategic_partnership
6515.TW,earnings_beat,1,0.95,https://finance.technews.tw/2026/04/17/ai-boom-drives-innovax-stock-price-surge-performance-supporting-second-nt1000-stock/,2026-04-17 10:30:00,financial_performance
2454.TW,ai_chip_production_ramp,1,0.9,https://finance.technews.tw/2026/05/04/mediatek-2870-stock-price/,2026-05-04 10:10:00,ai_demand
2330.TW,competitive_capacity_expansion,0,0.3,https://technews.tw/2026/04/07/jdis-factory-is-expected-to-become-a-semiconductor-hub/,2026-04-07 08:10:00,competitive_dynamics
3443.TW,capacity_expansion,1,0.85,https://finance.technews.tw/2026/05/25/chunghwa-technology-and-creative-electronics-jointly-build-taiwans-first-low-carbon-computing-center/,2026-05-25 10:30:00,capacity_expansion
3481.TW,asset_sale,1,0.85,https://finance.technews.tw/2026/03/10/innolux-chipmos/,2026-03-10 22:24:00,corporate_events
3711.TW,capacity_expansion,1,0.8,https://finance.technews.tw/2026/03/10/innolux-chipmos/,2026-03-10 22:24:00,capacity_expansion
2330.TW,revenue_growth,1,0.95,https://finance.technews.tw/2025/11/10/tsmcs-october-revenue-hit-a-new-record-high-for-a-single-month/,2025-11-10 13:45:00,revenue_growth
2330.TW,earnings_beat,1,0.9,https://finance.technews.tw/2025/11/10/tsmcs-october-revenue-hit-a-new-record-high-for-a-single-month/,2025-11-10 13:45:00,financial_performance
2330.TW,guidance_expansion,1,0.85,https://finance.technews.tw/2025/11/10/tsmcs-october-revenue-hit-a-new-record-high-for-a-single-month/,2025-11-10 13:45:00,financial_performance
2330.TW,export_restriction,-1,0.85,https://technews.tw/2025/09/03/us-revokes-tsmcs-fast-track-china-export-status-as-controls-tighten/,2025-09-03 08:50:00,geopolitical_and_regulatory
2330.TW,technology_integration,1,0.85,https://technews.tw/2026/04/08/nvidia-optical-communication/,2026-04-08 16:54:00,technology_advancement
6239.TW,positive_market_outlook,1,0.75,https://technews.tw/2026/05/29/agentic-ai-drives-memory-demand-growth-global-memory-market-value-estimated-to-expand-to-1-28-trillion-by-2027/,2026-05-29 14:20:00,market_dynamics
3008.TW,margin_compression,-1,0.95,https://finance.technews.tw/2025/10/09/largan-fr-25q3/,2025-10-09 18:10:00,pricing_and_margins
3008.TW,product_mix_shift,0,0.75,https://finance.technews.tw/2025/10/09/largan-fr-25q3/,2025-10-09 18:10:00,pricing_and_margins
2313.TW,tariff_impact,-1,0.85,https://finance.technews.tw/2025/12/12/mexico-approves-50-percent-tariffs-on-many-chinese-imports/,2025-12-12 12:14:00,geopolitical_and_regulatory
2357.TW,tariff_impact,-1,0.85,https://finance.technews.tw/2025/12/12/mexico-approves-50-percent-tariffs-on-many-chinese-imports/,2025-12-12 12:14:00,geopolitical_and_regulatory
2376.TW,tariff_impact,-1,0.8,https://finance.technews.tw/2025/12/12/mexico-approves-50-percent-tariffs-on-many-chinese-imports/,2025-12-12 12:14:00,geopolitical_and_regulatory
3481.TW,tariff_impact,-1,0.8,https://finance.technews.tw/2025/12/12/mexico-approves-50-percent-tariffs-on-many-chinese-imports/,2025-12-12 12:14:00,geopolitical_and_regulatory
2330.TW,index_strength,1,0.85,https://finance.technews.tw/2026/05/07/unhooking/,2026-05-07 17:17:00,analyst_and_market_sentiment
2313.TW,supply_chain_expansion,1,0.85,https://technews.tw/2025/10/31/iphone-18-3491-2313-4916/,2025-10-31 08:10:00,supply_chain
2330.TW,stock_price_surge,1,0.95,https://finance.technews.tw/2025/10/14/tsmc-1460-stock-price/,2025-10-14 09:35:00,analyst_and_market_sentiment
2454.TW,stock_price_surge,1,0.85,https://finance.technews.tw/2025/10/14/tsmc-1460-stock-price/,2025-10-14 09:35:00,analyst_and_market_sentiment
2308.TW,stock_price_surge,1,0.85,https://finance.technews.tw/2025/10/14/tsmc-1460-stock-price/,2025-10-14 09:35:00,analyst_and_market_sentiment
2382.TW,stock_price_surge,1,0.85,https://finance.technews.tw/2025/10/14/tsmc-1460-stock-price/,2025-10-14 09:35:00,analyst_and_market_sentiment
